Company,Ticker,Date,Open,High,Low,Close,Adj Close,Volume,Year,Month,Day,Day_of_Week,Company_Amazon,Company_Apple,Company_Facebook,Company_Google,Company_Netflix
Apple,AAPL,2005-01-25,1.274464011,1.300714016,1.266785979,1.286607027,1.086508274,969231200,2005,1,25,1,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-01-26,1.297500014,1.299106956,1.271785975,1.290179014,1.089524508,739496800,2005,1,26,2,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-01-27,1.288571,1.302142978,1.277678967,1.297142982,1.095405221,496227200,2005,1,27,3,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-01-28,1.296785951,1.321071029,1.293570995,1.321071029,1.115612268,801612000,2005,1,28,4,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-01-31,1.331786036,1.390892982,1.330536008,1.373214006,1.159644723,1681097600,2005,1,31,0,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-02-01,1.375892997,1.388749957,1.367499948,1.384464025,1.169145465,678395200,2005,2,1,1,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-02-02,1.391963959,1.426964045,1.387320995,1.421964049,1.200813651,1020062400,2005,2,2,2,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-02-03,1.412500024,1.418393016,1.380892992,1.389464021,1.173368216,731651200,2005,2,3,3,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-02-04,1.390535951,1.409464002,1.384464025,1.407856941,1.188900232,563556000,2005,2,4,4,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-02-07,1.409464002,1.416964054,1.383929014,1.409643054,1.190408587,524456800,2005,2,7,0,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-02-08,1.411964059,1.453214049,1.406963944,1.444643021,1.219965458,890019200,2005,2,8,1,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-02-09,1.447142959,1.464107037,1.394642949,1.406070948,1.187391639,1191456000,2005,2,9,2,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-02-10,1.405714035,1.415714025,1.368929029,1.399286032,1.181662202,1093019200,2005,2,10,3,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-02-11,1.426071048,1.460000038,1.409643054,1.450178981,1.224640489,1201054400,2005,2,11,4,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-02-14,1.477321029,1.514106989,1.465178967,1.511250019,1.27621305,1271463200,2005,2,14,0,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-02-15,1.547500014,1.590713978,1.53571403,1.578750014,1.333215475,2312217600,2005,2,15,1,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-02-16,1.574107051,1.610713959,1.55982101,1.609464049,1.359152317,1639243200,2005,2,16,2,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-02-17,1.618749976,1.622856975,1.561607003,1.56803596,1.32416749,1518473600,2005,2,17,3,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-02-18,1.566786051,1.568928957,1.540179014,1.550179005,1.309087992,1163254400,2005,2,18,4,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-02-22,1.541071057,1.576786041,1.523036003,1.523036003,1.28616631,1219293600,2005,2,22,1,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-02-23,1.548570991,1.579463959,1.527678967,1.575536013,1.330501318,1345181600,2005,2,23,2,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-02-24,1.580000043,1.594820976,1.566606998,1.588035941,1.341056943,1519028000,2005,2,24,3,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-02-25,1.600357056,1.605535984,1.574820995,1.589107037,1.341961384,915510400,2005,2,25,4,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-02-28,1.595713973,1.61214304,1.570000052,1.602143049,1.352969885,651610400,2005,2,28,0,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-03-01,1.606786013,1.611070991,1.577142954,1.58928597,1.34211266,468188000,2005,3,1,1,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-03-02,1.580356956,1.603214025,1.574285984,1.575713992,1.330651402,458161200,2005,3,2,2,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-03-03,1.584643006,1.586071014,1.472143054,1.492499948,1.260378957,1411653600,2005,3,3,3,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-03-04,1.527143002,1.536070943,1.494642973,1.528928995,1.291142464,756618800,2005,3,4,4,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-03-07,1.52857101,1.544643044,1.512500048,1.52678597,1.289332747,450632000,2005,3,7,0,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-03-08,1.496428967,1.505714059,1.432142973,1.44749999,1.222377896,1021451200,2005,3,8,1,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-03-09,1.415714025,1.438570976,1.386785984,1.405357003,1.186789513,1322465200,2005,3,9,2,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-03-10,1.41178596,1.437857032,1.396428943,1.422500014,1.201266408,777109200,2005,3,10,3,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-03-11,1.436071038,1.449643016,1.421429038,1.438213944,1.214536309,632830800,2005,3,11,4,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-03-14,1.447142959,1.456786036,1.411429048,1.440000057,1.216044545,605385200,2005,3,14,0,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-03-15,1.451429009,1.469285965,1.4375,1.462857008,1.235346675,508608800,2005,3,15,1,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-03-16,1.471786022,1.511070967,1.456429005,1.470713973,1.241981745,697813200,2005,3,16,2,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-03-17,1.483214021,1.531429052,1.475713968,1.508929014,1.274253488,801920000,2005,3,17,3,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-03-18,1.547500014,1.551429033,1.517856956,1.534286022,1.295666575,940150400,2005,3,18,4,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-03-21,1.546071053,1.570356965,1.530714035,1.560714006,1.317984581,541128000,2005,3,21,0,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-03-22,1.561071038,1.570000052,1.524286032,1.529643059,1.291745782,551415200,2005,3,22,1,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-03-23,1.516070962,1.549999952,1.500713944,1.519642949,1.283300757,609823200,2005,3,23,2,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-03-24,1.532500029,1.53571403,1.517856956,1.517856956,1.281792521,352704800,2005,3,24,3,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-03-28,1.52678597,1.534286022,1.516785979,1.518929005,1.282697797,275410800,2005,3,28,0,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-03-29,1.519999981,1.529643059,1.482143044,1.491070986,1.25917244,461356000,2005,3,29,1,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-03-30,1.502500057,1.52857101,1.493571043,1.52857101,1.290840387,394959600,2005,3,30,2,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-03-31,1.516070962,1.518571019,1.485357046,1.488214016,1.256759524,636134800,2005,3,31,3,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-04-01,1.503214002,1.506428957,1.448928952,1.460356951,1.233234882,641284000,2005,4,1,4,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-04-04,1.463929057,1.475357056,1.434285998,1.467499971,1.239267468,580014400,2005,4,4,0,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-04-05,1.472143054,1.508571029,1.467499971,1.496070981,1.26339519,556239600,2005,4,5,1,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-04-06,1.514286041,1.528928995,1.505357027,1.511785984,1.276665688,414825600,2005,4,6,2,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-04-07,1.511785984,1.5625,1.508929014,1.555714011,1.313762188,506987600,2005,4,7,3,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-04-08,1.560714006,1.587499976,1.554999948,1.562142968,1.319191098,649950000,2005,4,8,4,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-04-11,1.576786041,1.580356956,1.496785998,1.49714303,1.264300466,821662800,2005,4,11,0,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-04-12,1.517500043,1.542500019,1.500357032,1.523571014,1.286618233,981061200,2005,4,12,1,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-04-13,1.53392899,1.535356998,1.442499995,1.465713978,1.237759352,1371946800,2005,4,13,2,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-04-14,1.386070967,1.412857056,1.315714002,1.330713987,1.12375474,2753192400,2005,4,14,3,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-04-15,1.307857037,1.330356956,1.25999999,1.262500048,1.066149831,1728087200,2005,4,15,4,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-04-18,1.25,1.296429038,1.21428597,1.272143006,1.074293613,1327177600,2005,4,18,0,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-04-19,1.307142973,1.337142944,1.281070948,1.324643016,1.118628502,1081642800,2005,4,19,1,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-04-20,1.345000029,1.347856998,1.265714049,1.268213987,1.070975304,945131600,2005,4,20,2,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-04-21,1.299999952,1.328928947,1.282142997,1.327857018,1.12134254,759592400,2005,4,21,3,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-04-22,1.315714002,1.321429014,1.246428967,1.267856956,1.070673704,839129200,2005,4,22,4,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-04-25,1.303213954,1.322142959,1.289643049,1.320713997,1.11531055,746460400,2005,4,25,0,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-04-26,1.313570976,1.339643002,1.289999962,1.292500019,1.091484547,810507600,2005,4,26,1,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-04-27,1.281785965,1.298570991,1.268213987,1.28392899,1.084246278,613888800,2005,4,27,2,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-04-28,1.296071053,1.297857046,1.258571029,1.269286036,1.071880698,575106000,2005,4,28,3,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-04-29,1.291071057,1.293928981,1.257856965,1.287857056,1.087563753,671630400,2005,4,29,4,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-05-02,1.293213964,1.308928967,1.286429048,1.301071048,1.098721981,465920000,2005,5,2,0,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-05-03,1.299999952,1.312142968,1.28678596,1.293213964,1.092087388,496739600,2005,5,3,1,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-05-04,1.289643049,1.328570962,1.289286017,1.326786041,1.12043786,448176400,2005,5,4,2,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-05-05,1.330356956,1.331071019,1.30250001,1.309999943,1.106263041,387366000,2005,5,5,3,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-05-06,1.317499995,1.333214045,1.313928962,1.330000043,1.123152256,326247600,2005,5,6,4,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-05-09,1.331429005,1.337499976,1.3125,1.320356965,1.115008593,355695200,2005,5,9,0,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-05-10,1.3125,1.330356956,1.297500014,1.300714016,1.098420858,440263600,2005,5,10,1,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-05-11,1.257143021,1.273929,1.182500005,1.271785975,1.073991776,2041981200,2005,5,11,2,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-05-12,1.264999986,1.271070957,1.21428597,1.218929052,1.029355764,970242000,2005,5,12,3,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-05-13,1.22142899,1.258213997,1.216786027,1.241786003,1.04865694,702713200,2005,5,13,4,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-05-16,1.234285951,1.274999976,1.233214021,1.269642949,1.072181821,474294800,2005,5,16,0,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-05-17,1.254999995,1.266428947,1.233571053,1.26285696,1.066451311,588344400,2005,5,17,1,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-05-18,1.266070962,1.341428995,1.249642968,1.279999971,1.080928087,636722800,2005,5,18,2,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-05-19,1.277856946,1.345713973,1.277856946,1.34107101,1.132501721,793161600,2005,5,19,3,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-05-20,1.330356956,1.344642997,1.328214049,1.34107101,1.132501721,452650800,2005,5,20,4,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-05-23,1.351786017,1.424999952,1.351786017,1.419999957,1.199155092,1042574400,2005,5,23,0,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-05-24,1.40892899,1.428213954,1.393929005,1.417857051,1.197345376,593460000,2005,5,24,1,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-05-25,1.41071403,1.426785946,1.404286027,1.420714021,1.199758291,396006800,2005,5,25,2,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-05-26,1.426429033,1.462142944,1.426429033,1.455000043,1.228711486,525520800,2005,5,26,3,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-05-27,1.451429009,1.456786036,1.428928971,1.448570967,1.223282456,316008000,2005,5,27,4,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-05-31,1.452142954,1.455000043,1.413571,1.419999957,1.199155092,404205200,2005,5,31,1,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-06-01,1.42464304,1.455713987,1.423570991,1.439285994,1.215441704,453812800,2005,6,1,2,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-06-02,1.430356979,1.440000057,1.414286017,1.429999948,1.207599282,373973600,2005,6,2,3,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-06-03,1.362856984,1.37785697,1.348929048,1.365713954,1.153311491,956869200,2005,6,3,4,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-06-06,1.368929029,1.379642963,1.341428995,1.354285955,1.143661141,811966400,2005,6,6,0,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-06-07,1.342857003,1.347499967,1.301785946,1.304999948,1.102039933,745264800,2005,6,7,1,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-06-08,1.308213949,1.330356956,1.306071043,1.318570971,1.113500595,404006400,2005,6,8,2,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-06-09,1.321429014,1.355000019,1.315000057,1.344642997,1.135517597,390255600,2005,6,9,3,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-06-10,1.335713983,1.335713983,1.268571019,1.278928995,1.080023885,678932800,2005,6,10,4,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-06-13,1.281785965,1.307500005,1.279286027,1.282142997,1.082737923,435772400,2005,6,13,0,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-06-14,1.282856941,1.291071057,1.27678597,1.28571403,1.085753322,347846800,2005,6,14,1,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-06-15,1.316786051,1.332142949,1.296429038,1.326071024,1.119834304,563343200,2005,6,15,2,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-06-16,1.328214049,1.360000014,1.315000057,1.356428981,1.145471215,547674400,2005,6,16,3,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-06-17,1.373929024,1.376428962,1.351071,1.368214011,1.155423045,596125600,2005,6,17,4,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-06-20,1.351786017,1.360357046,1.337499976,1.343214035,1.134310961,323716400,2005,6,20,0,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-06-21,1.347143054,1.363929033,1.335000038,1.352143049,1.141851425,370526800,2005,6,21,1,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-06-22,1.366428971,1.378571033,1.36214304,1.376785994,1.162661672,424925200,2005,6,22,2,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-06-23,1.386785984,1.420714021,1.380357027,1.388929009,1.172916055,674254000,2005,6,23,3,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-06-24,1.396070957,1.397143006,1.345713973,1.348570943,1.138834834,410709600,2005,6,24,4,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-06-27,1.315714002,1.360713959,1.309999943,1.325000048,1.118929744,600171600,2005,6,27,0,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-06-28,1.338929057,1.342499971,1.327499986,1.332499981,1.125263333,350299600,2005,6,28,1,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-06-29,1.329643011,1.331786036,1.289999962,1.298928976,1.096913576,448358400,2005,6,29,2,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-06-30,1.307500005,1.327142954,1.296785951,1.314643025,1.110183477,418390000,2005,6,30,3,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-07-01,1.31535697,1.320356965,1.296071053,1.303570986,1.100833535,250000800,2005,7,1,4,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-07-05,1.305356979,1.362499952,1.303570986,1.356428981,1.145471215,454269200,2005,7,5,1,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-07-06,1.346786022,1.362856984,1.328570962,1.335356951,1.12767601,394626400,2005,7,6,2,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-07-07,1.314643025,1.348570943,1.314285994,1.343929052,1.134914517,383723200,2005,7,7,3,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-07-08,1.352499962,1.367143035,1.33821404,1.366070986,1.153613329,290735200,2005,7,8,4,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-07-11,1.370357037,1.380357027,1.34928596,1.360713959,1.149089098,388788400,2005,7,11,0,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-07-12,1.365357041,1.371428967,1.353929043,1.365713954,1.153311491,387038400,2005,7,12,1,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-07-13,1.367499948,1.375,1.353571057,1.369642973,1.156629324,684835200,2005,7,13,2,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-07-14,1.456786036,1.500357032,1.436786056,1.455356956,1.229012728,2096060400,2005,7,14,3,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-07-15,1.46321404,1.484642982,1.445000052,1.483929038,1.253141403,687682800,2005,7,15,4,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-07-18,1.478929043,1.503571033,1.477499962,1.481786013,1.251331449,586297600,2005,7,18,0,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-07-19,1.482856989,1.543928981,1.466786027,1.542500019,1.302603006,671062000,2005,7,19,1,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-07-20,1.530714035,1.564285994,1.523213983,1.558213949,1.315873146,453395600,2005,7,20,2,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-07-21,1.560714006,1.572857022,1.532142997,1.546071053,1.305618644,404264000,2005,7,21,3,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-07-22,1.551429033,1.571429014,1.54964304,1.571429014,1.327033043,301106400,2005,7,22,4,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-07-25,1.571071029,1.581429005,1.561786056,1.564643025,1.321302295,294627200,2005,7,25,0,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-07-26,1.571786046,1.57535696,1.548570991,1.558213949,1.315873146,268592800,2005,7,26,1,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-07-27,1.56535697,1.573928952,1.523929,1.571071029,1.326730847,283749200,2005,7,27,2,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-07-28,1.566071033,1.571429014,1.546429038,1.564285994,1.321000814,251311200,2005,7,28,3,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-07-29,1.555714011,1.585000038,1.509286046,1.523213983,1.286316276,562080400,2005,7,29,4,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-08-01,1.520357013,1.538571,1.50285697,1.52678597,1.289332747,314249600,2005,8,1,0,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-08-02,1.531785965,1.553570986,1.521785975,1.542500019,1.302603006,296875600,2005,8,2,1,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-08-03,1.542500019,1.546785951,1.527500033,1.543570995,1.303507447,258322400,2005,8,3,2,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-08-04,1.531785965,1.53571403,1.510357022,1.525357008,1.288126469,269304000,2005,8,4,3,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-08-05,1.517500043,1.548570991,1.500713944,1.535356998,1.296571136,241931200,2005,8,5,4,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-08-08,1.53571403,1.544643044,1.521785975,1.523213983,1.286316276,176383200,2005,8,8,0,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-08-09,1.533213973,1.567499995,1.532500029,1.565000057,1.321603537,380839200,2005,8,9,1,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-08-10,1.571429014,1.585356951,1.546785951,1.549286008,1.308333993,360945200,2005,8,10,2,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-08-11,1.54964304,1.575713992,1.544643044,1.571429014,1.327033043,271983600,2005,8,11,3,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-08-12,1.552142978,1.65071404,1.548570991,1.646428943,1.390368581,916036800,2005,8,12,4,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-08-15,1.659999967,1.726071,1.65892899,1.702857018,1.438020468,1086727600,2005,8,15,0,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-08-16,1.692499995,1.696429014,1.650357008,1.65178597,1.394892097,537622400,2005,8,16,1,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-08-17,1.657142997,1.694285989,1.656070948,1.683928967,1.422036409,499724400,2005,8,17,2,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-08-18,1.675356984,1.678570986,1.633929014,1.65357101,1.396399975,442559600,2005,8,18,3,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-08-19,1.652856946,1.667857051,1.634642959,1.636785984,1.382225037,376569200,2005,8,19,4,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-08-22,1.648213983,1.669643044,1.616428971,1.638213992,1.383431435,387732800,2005,8,22,0,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-08-23,1.637500048,1.646428943,1.618571043,1.633571029,1.379510164,295604400,2005,8,23,1,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-08-24,1.628571033,1.682857037,1.628214002,1.634642959,1.38041544,572070800,2005,8,24,2,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-08-25,1.647143006,1.660356998,1.636070967,1.644999981,1.389161706,276253600,2005,8,25,3,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-08-26,1.647143006,1.654999971,1.620000005,1.633571029,1.379510164,261058000,2005,8,26,4,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-08-29,1.616786003,1.643929005,1.616428971,1.637143016,1.382526517,256295200,2005,8,29,0,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-08-30,1.642500043,1.671071053,1.639999986,1.663213968,1.404542923,518761600,2005,8,30,1,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-08-31,1.673570991,1.679643035,1.652500033,1.67464304,1.414194584,402956400,2005,8,31,2,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-09-01,1.678570986,1.68464303,1.646070957,1.652143002,1.395194054,356367200,2005,9,1,3,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-09-02,1.65357101,1.671429038,1.647143006,1.65071404,1.393987298,222378800,2005,9,2,4,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-09-06,1.667857051,1.745713949,1.662500024,1.742856979,1.47179997,818619200,2005,9,6,1,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-09-07,1.751785994,1.764286041,1.711429,1.738571048,1.46818018,963074000,2005,9,7,2,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-09-08,1.762500048,1.789999962,1.754999995,1.777856946,1.501356244,702640400,2005,9,8,3,0.0,1.0,0.0,0.0,0.0
Apple,AAPL,2005-09-09,1.788213968,1.833928943,1.778213978,1.832499981,1.547501087,615641600,2005,9,9,4,0.0,1.0,0.0,0.0,0.0
